time_series_AOA,129.01672726666666,127.1084854,130.4963635,1.7341299250081303
serial_copy_5000,0.080832068,0.080292569,0.081378388,0.0005429416356488053
vector_copy_5000,0.416736661,0.411519531,0.422846915,0.005716262759040735
serial_copy_7000,0.16394135833333334,0.15656997,0.172070645,0.007778080661490876
vector_copy_7000,0.7929200046666667,0.78318094,0.804730311,0.010922974830842206
serial_copy_9000,0.26392759633333335,0.259855273,0.26935934,0.004895696080960535
vector_copy_9000,1.363532211,1.293364137,1.404764328,0.06107755597875956
look_and_say_40,17.596255846,17.359434077,17.750266077,0.2081603376617267
look_and_say_45,240.42424670566666,238.503951933,243.8717765,2.9921096661178836
look_and_say_48,1183.4933277426667,1177.394619368,1193.191188005,8.491072718375099
count_words_../Data/bible.txt,0.18036238533333335,0.179273158,0.181345035,0.0010400421506152207
count_words_../Data/book1.txt,0.04713760533333334,0.046094077,0.048282426,0.0010976852641100421
count_words_../Data/plrabn12.txt,0.028510719333333333,0.025561575,0.031604484,0.003024049202010499
count_words_../Data/world192.txt,0.134130732,0.133501721,0.135388706,0.001089437441564682
iterative_fibonacci_25,8.183333333333334e-7,1.02e-7,2.242e-6,1.2329397119621596e-6
recursive_fibonacci_25,0.00018409533333333335,0.000181473,0.000187736,3.253312824388908e-6
iterative_fibonacci_35,7.713333333333333e-7,1.15e-7,2.044e-6,1.1023431105301712e-6
recursive_fibonacci_35,0.02229843533333333,0.022274049,0.02232483,2.5450000831696123e-5
iterative_fibonacci_45,5.006666666666667e-7,1.29e-7,1.237e-6,6.376929773279091e-7
recursive_fibonacci_45,2.846600196,2.845338654,2.84850877,0.0016811890643624826
matrix_multiplication_1500,0.039541074333333336,0.039064352,0.040135745,0.0005453481430373934
matrix_multiplication_1700,0.055654152666666665,0.055188341,0.0563967,0.0006499767996815989
matrix_multiplication_2000,0.08591357933333332,0.085494287,0.086331799,0.0004187570303843666
belief_propagation_250,3.6384568996666666,3.587169154,3.72224569,0.07316868232214054
belief_propagation_500,7.051401132,7.002534817,7.134965705,0.07271493557236408
belief_propagation_1000,13.649646956666666,13.581264249,13.713438465,0.06620660977041842
markov_chain_5000,0.00012156966666666667,0.000119685,0.000123259,1.794988950755222e-6
markov_chain_10000,0.000262046,0.000244019,0.000293744,2.753753959597698e-5
markov_chain_15000,0.0003650183333333333,0.000348309,0.000375789,1.4671006145910148e-5
compute_FFT_1000,0.047656144,0.043859443,0.05507997,0.006429780973225371
compute_FFT_3000,0.479830679,0.434245757,0.570636193,0.078640092915067
compute_FFT_5000,1.254987895,1.205025423,1.344074368,0.07734124298903695
laplace_jacobi_loop_solver_100,0.7764520283333334,0.776083137,0.776648669,0.00031970193912663923
laplace_jacobi_vectorized_solver_100,3.253254998,3.250031897,3.258275834,0.004406190266280044
laplace_jacobi_loop_solver_150,3.906229648,3.904622064,3.908037939,0.0017167594411544676
laplace_jacobi_vectorized_solver_150,29.957471171,29.924373942,29.976168444,0.028743462890863603
laplace_jacobi_loop_solver_200,12.183445783333333,12.18044318,12.187776027,0.003842477445915894
laplace_jacobi_vectorized_solver_200,98.41446851366668,94.781792095,102.45242351,3.851341924619634
sqrt_matrix_1000,0.19103705433333334,0.189937376,0.191609368,0.0009526145236937831
sqrt_matrix_2000,1.1292108906666667,1.121243715,1.134748413,0.007072597012974396
sqrt_matrix_4000,11.020871173333333,10.861235366,11.135959953,0.14267700561418864
gauss_legendre_50,0.00021068533333333335,0.000128119,0.000370684,0.00013858668583357253
gauss_legendre_75,0.00034979133333333333,0.000269208,0.000507553,0.0001366362181426774
gauss_legendre_100,0.0005815856666666667,0.000441398,0.000859527,0.00024070733198291517
evaluate_functions_80000,28.425338182,28.408375294,28.441154539,0.01641967191185552
evaluate_functions_90000,32.357208882,32.340871153,32.382802055,0.022445435356910612
evaluate_functions_100000,36.121794375,36.109053106,36.140049037,0.016216814157488733
munchausen,4.183408551333334,4.182531622,4.183989018,0.0007726049182792803
pernicious_numbers_100000,0.002727373,0.00266762,0.002836779,9.488286002750972e-5
time_series_AOA,59.836498686,59.664740784,60.172265978,0.2908088128690626
